userName,Review,Rating
Bhasker Gandhi,Good,4
P. Peterson,"Works very well! Everything was fine at the border, the agent accessed fast all the information that I have provided, and I am happy the app contrubuted for fast and easy processing. I think the app can be used very well in the future for fast vaccination proof or Covid 19 test results. If the traveler can download the proof, the autorities can have the time to verify the information. Can be a good idea for the Nexus lanes to become even faster, especially at places with just cameras.",5
Filip Subotic,North Korea,1
Denton Dennis,If you can not develop an app that works properly. Then expect people to reach out to your tech support. People have better things to do.,1
Sheraz Qureshi,"Not able to see ""Ogdensburg, NY-0701"" port in the list of ports from where entry can be made from USA to Canada",1
Dan Werder,"This app does not handle logging in. Constantly fails to login, even after restarting the app. Sometimes the login session dies halfway through completing the questionnaire.",1
Aaron Larsen,needlessly complex,1
Cat,Easy and straightforward!,5
Massoud Sadeghian,perfect app,5
tri win,very informative and easy to follow,5
Jeremy Bolduc,complete overstep of Canadian freedom of rights,1
Megan Van Conant,"Constantly says sign in failed every time I do a check in. I close all apps, restart my phone, etc. Even after it has ""successfully"" logged in, as I'm doing my questions, it says sign in failed.",1
Ryan Good,Horrible app. It asks 1 question a day and still doesn't work. Trying to complete my day 12 report but it won't save. Tried uninstalling and reinstalling and it didn't help. Just use the website.,1
Olumayowa Adebiyi,so efficient!!!,5
Eric Moller,"The whole point if this app is to be a huge pain to discourage people from traveling, and it succeeds at this task. You might notice some cool features such as: - automatic sign-out / auth failure - inconsistent notifications so you might forget to check in - daily check in status may or may not persist so you can complete your check in multiple times and wonder if they received it or not. 10/10 for being a frustrating experience, I'll definitely think twice before traveling again.",5
Justin Walters,difficulty login in outside Canada,2
Minh Ha Ngo,"Very easy and convenient to use,",5
Joseph Gagliardi,EASY,5
Cindy Eller,"All agencies: Switch health, Border Patrol, ArriveCan are not coordinating. No way for us to find the drive through Canada option for ArriveCan. Continually getting calls even though we went through Canada in 5 days.",1
Jess Work,An astoundingly useless app but not surprising given it's from the government. Constantly crashes. Tells me I had sign in errors when I'm already signed in. Says user name and password are in correct when it's the same user name and password everytime. If you have several people with the same complaint and your solution is to uninstall and reinstall the app then you are the perfect representative of this government.,1
Jackie Bourg,Arrive CAN will not take ENTRY FORMS unless a traveller is 72 hours away!!! BS,1
Colin Nichols,"Absolute rubbish, no useful information, tippical Canadian, Bla Bla Bla.",5
Patricia Quigley,Difficult to navigate. Cannot sign in to update daily as required. Have not received email notification as stated. Getting phone calls every day. Total waste of money. They should be spending this money on vaccines instead.,1
mari Eede,it was straight forward and easy to complete in a timely manner,5
Akwasi Barning,An extremely important public health management tool.,5
Raj Brar,"This application is good source of information for Canadian government. It's requested to you make some changes in applications like as the arriving date which is only for week, people who have tickets in July they could not fill their information in this. The another thing I want to suggest plzzzz add features to collect information regarding vaccination that traveller got one dose , two dose or none dose of vaccination which would be useful for those who want to travel.",3
RWE,too bad 6 million truck drivers don't get tested or quarantine,4
Marcia Benjamin,There's an obvious issue with session timeout/persistent login that isn't being addressed. It's super annoying.,2
Spice Rhodes,"The hasn't notified me yet about my daily check in. It normally happens in the morning. It's almost noon now and nothing is happening yet. I checked the app, it has a day 5 follow up check in for today but it's not letting me to it.",3
Ravi Bale,very cool. except it need not repeatedly ask the questions already answered and saved previously ones.,4
Charles Lebi,"terrible app, stops working by itself",1
Ben Brown,"For those having issues with submitting the health report, you need to submit the report EACH day AFTER your reported time of entry in Canada. For example, you arrived in Canada at 1:00 pm. Later, when you are trying to submit the every day check at 9 am, it wont work. Even though you probabily will receive a notification at 9 am telling to report, you cannot do it until 1:00 pm. It will kick you out or the submission will fail. You must wait and report after 1:00 pm. Hope it helps.",3
Sophia Chan,"It worked fine before I arrived. I put in all the info and on the first two days after arrival, it would prompt me to report. Day 3 it started to revert to the stage as if I haven't travelled. I reinstalled several times. Still doesn't work. I don't know how I am to report the rest of my quarantine time.",1
Laura Keoghan,Useless. Won't log me in. Valid email add and just signed up keeps logging me out if I log in online. With the app it keeps saying log in failed check email and password but they are CORRECT. Sort it out,3
Hermes,"How can Canadian citizens be required to use any electronic application prior to entering their home country? Passport should suffice, not answering questions such as 'what was the purpose of your travel?', 'where will you be staying?' etc. ArriveCan smacks of police-state surveillance. Likewise, preparing a paper document or making a phone call (the 'alternatives') are suspect. Such procedures make CBSA employees job easier, but that's not the responsibility of Canadian travellers.",1
Canada Ste,"Doesn't work AT ALL. Keep saying that I need to check if my password, email were right and internet connection is working. Tried to reinstall the app, reset the password, restart my phone. I also created another user AND finally tried the web version: ABSOLUTELY NOTHING WORKS!!! Already messaged help-desk, NO response so far. My trip is in 24h and now I have one more thing to stress about. HORRIBLE!!",1
Frank Poratto,"I am fully vaccinated and have been for 2 full months, recognized for this fact in most 1st world developped countries except Canada... shame on you Justine Trudeau.",1
Ahmed Boraey,Poor App. Kee0s crashing and kicking me out. It gets stuck all the time and would not let me sign in again.,1
Mona Lisa,"It doesn't work. It asks me to verify the code which it fails to do every single time. I try to start the process again and it tells me there's already an account with that email address, but I can't login because the account wasn't verified. It simply fails to recognize its own code sent. I can't return to Canada because this garbage doesn't even begin to work?! And by the way, the link in the description of the app update for more information is broken.",1
Jeremy Wiens,Won't send me an email verification code.,1
Malati VYAVAHARE,Very easy and we'll designed App!,5
Raymond Liang,It gave me a network issue even when my device is connected to network.,3
VoidCelestialGaming,Can't even try it! I can't verify to sign in. Everything people are doing is just making everything confusing to figure out. I can't figure out info. Now I don't even have the chance to see if this would've given me the info I needed.,1
Ehsan Pourhadi,Excellent process,5
Wolfie t,another step to dictatorship and control humans,1
FADED VII,WONT LET ME SUBMIT MY FORM NOT EVEN ON THE WEB VERSION. VERY BAD.,1
Simon Lam,No provisions for arrival by private aircraft,1
Mover,worthless. still have to answer stupid questions. government overreach. fight for FREEDOM,1
Gary Glans,Crashes and doesn't save data,1
Ari D,"An extremely simple, fast, easy app to complete. well done!",5
Tatiana Avricenco,A very user-friendly app!,5
James Giles,The app was missing a blue button so I could not complete registratuon. I contacted the Government of Canada but got no real person just a standard reply with no contact info to send a screenshot. I was not the only person arriving at the airport with the same issue.,2
AAA James Bond,Nice app,5
Kent Weare,communist app,1
Lawrence Heisler,Can't get it to work keeps telling I have accout and password is good but doesn't let me in,1
25913 truck,I don't understand the purpose of this app. Sins the Corona customs always asked the questions. No problem with that. All the info this app wants is what customs already haves. So canada health don't trust there own customs any more. Also this app is only asking for personal information but not where I was ore what I did. I got a email from my boss that if we do not send this in by every bordercrossing it will cost us 3000 fine. So I have to send in info to nb state and cannada. So 2e,2
Jaypee Versoza,Today is my 4th day on my quarantine but the date still on 3rd day?,1
Avi D,"App was actually surprisingly easy to use and straightforward and simple, well designed. Most things involved with getting back to Canada have so far been an admin nightmare but this wasn't too bad.",5
hass bik,tooo long. government requirements are too heavy for no choice travel.,3
Krassi Ivanov,waste of tome,1
Miss Miss,"Money grabbers healthy person should not be checked on like you NZ do, as well as DO YOU CHECK ON HOCKEY PLAYERS TOO AND POLITICIANS ???? when they take a non essential travels ??? - be honest and tell us all of them, names, ect . This is nothing to do with person health anymore but how much money they will make out of a person, like NZ sis back in 1940s and all communist countries.",1
Hadi Ams,"It's very unreliable. It kicks me out of the app several times every time I wanna use it and says failed to sign in, although I was inside the app and trying to submit my report. Then when I try to sign back in, it says fail fail fail, and without changing anything after several times of pressing login it finally accepts my username and password which is saved there... obviously there is something wrong with their login server. Everyday I'm worried whether my report was actually sent or not ....",2
Jack Powell,Slow and always have to re enter personal info it doesnt save it,1
Romeo Montague,"Waste of time can't create an account, so I can't log in..it then ask me to reset my password and doesn't sent the code or link to my email ..",1
Nancy Laxson,android app was working but Ios app had some issues,5
Frank Azar,"Easy & effective, Thanks for keeping Canada a safe place to live.",5
Francis Panopio,very easy and straight forward.,5
Jenn Leiker,"I filled everything out ahead of time, as it's not clear whether or not I have to wait until I actually travel. I have a confirmation number but it might expire before June 20! We shall see. If I was supposed to wait until I actually flew (versus having flights, quarantine hotel, everything booked and in place), that would have been good to know on an early screen in the process.",4
Ashraf,"it's users friendly experience, also cover all aspects to insure that you fulfil all requirements before you fly.. it will take some time to complete but as soon as you're done... you'll relax and enjoy",5
Julius Cruz,The interface is very easy. Great app!,5
Mark Balliana,unconstitutional,1
Martin Wies,was simple and helpful,4
Lulu Wong,Great app to track all my movements to make sure I am being compliant.,5
Issam Chraiteh,If this App can remember How I cross ( land ) My ports of entry Travel exempt My reson for Travel My phone number,4
DUNCAN R.M. Ferguson,"Once rolling in ARRV CAN app questions are stated simply. Just have all your info handy for input, otherwise will have to start over. Make sure is COMPLETE before border crossing, to avoid delays, fumbling for relaying info, and possible due reprimand from border patrol officer.",4
Billy Yee,"not hard to use, slightly confusing and shouldn't be necessary",3
Jeremy Geiger,"Never sends confirmation code if you enter an email address they don't have, for forgot password",3
Mike Hartjes,Nother way for canada to make money. I am a trucker and was told if i dont do this is a 3000 dollar fine.,1
Joel Meilen,long process,4
hassan kamara,awesome,5
gordon bello,The app is simply and easy to use.,5
Joga Randhawa Singh,Gurkamal singh,5
Tim Birch-Jones,wouldn't submit. very buggy. said I had the wrong username (I was logged in so...) and then said it could not submit because I wasn't connected to the internet (I was).,1
Pete Dunn,"Moronic! Couldn't complete as it requires you to put the date/time time you arrive in Canada. Before arriving at the border! Even if you do it while driving up to customs, I'm not certifying that I arrived at a certain time. I was turned around, day and time would have been wrong, entering incorrect info is a crime. No option for Canadians returning home, only options are travellers to Canada. There is no area to fill out the required daily form! Why do we need 2 apps? ArriveCan and Switch?",1
Jessica Beach,"Easy to set up, hope it continues to be this simple to use throughout the entire process. I appreciated the clear and simple step by step instructions.",5
JACOB DIVINAGRACIA,users friendly,5
Jonathan Beach,Simple to use. Clear questions asked. 👍,5
Marize Avelino,The question about purpose of travel is confusing. We are newly permanent residents but its not included,3
Olivar Butrus,I have to keep putting my information every time I use the app I don't know why it can't save it!,1
Viv Thaw,Very confusing. what are the options for those who are not computer literate. Took me at least an hour and I still do not know whether I did it right or answered the questions correctly. What do they mean by an exempt traveller. Exempt from traveling or exempt from what.,2
Anton A.,Doesn't work. Spent a lot time.Only one answer: or to check a device or an internet.,1
Matthew Baboth,stupid......absolutely stupid.,1
A Google user,I have a Samsung Galaxy A10 and have tried to log in to APP with no success at all. Also when trying to change password verification e mail wasn't received.,2
Richard DiIoia,I was unable to enter a date in the past since I got over the border without being asked to complete this app.,1
Seth Nelson,Dumb app,1
diesel MECH,garbage,1
James H,sucks if your a trucker. they ask the same questions once you get to the border anyway.,1
Hollise Brown,easy to use,5
Megan Masson,Easy to follow and complete,5
Jessie Plunkett,It would be nice of the app actually worked,1
Fereidoon Tondnevis,I did not finish yet,5
Victor Demko,"On the 2nd day it lost/wiped registration information, tried to re-register again, it generates different code. There is no way to access registered information. No way to recover info for my family international traveler! PS: I did reinstalled application with reboot to no avail as info lost on server side perhaps! PS: Thank you for replay and toll free reporting number. That toll free number should be in app description for anyone to find when needed!",3
Oleksii D.,"Doesn't work! I completed all necessary steps and submitted information. But after my arrival to Canada I couldn't log in my account, when I tried to create a new one, the app did not allow me to submit my data due to fact that the account with an identical information already exists. Next day I tried to log in again and fortunately it worked fine, but after a completion of daily check-in process it requested to fill out day report again and again.",1
Vikram Subramanian,Keeps signing me out when I try to complete my daily check in. So I'm never sure if my check in went through or not. I have to try multiple times every day.,1
Rinel Mihalcea,Easy to work with,5
Lorelei M,easy and straightforward to use,5
Sonia Hibbert,I try to install this app around 1O times and it goes back to square one please help my flight is tomorrow afternoon.,1
Nadarajah Sivaneswaran,Very easy to use application.,5
Matt Zan,good App. well done government!,5
Stuart Mccorkindale,Unable to create an account.,1
greg alford,app works. how I feel about the process philosophically is another matter,4
Paula K,"It does not make sense that the app keeps asking whether you've completed and sent your day 8 test for multiple days after saying yes once. It is tedious to go through every day and may lead to accidental errors when a positive answer has already been submitted. I also receive too many notifications and emails regarding this app - on one occasion I received 2 emails, one notification, and a phone call in the span of 15 minutes. Once a day is plenty, especially when people are home all day.",2
Patrick Malolepszy,It is a hassle to fill out all of my details every single day I cross. Please save my details so I do not need to fill out the form every time. EDIT: tried reinstalling. Still need to enter all my info every time I cross.,3
Ferderey Garay,Awesome,5
John Gheorghiu,"App used by the government to spy on the citizens it is supposed to serve. Mandatory, or else citizens can be denied boarding. I can't wait to trace what info sends back to the KGB ummm the elected government, can't tell who's who these days",1
clyde moffitt,user friendly,5
Jag Mehta,"I've had to use this twice now. First time it worked perfectly, the second time there was alot of authentication issues. I reset my password and it won't recognize it unless I type it in 3 times. Then during the daily check in a login error will come through and you have to restart. How is it that my password works on the 3rd time. It's not like it magically was right after the 3rd attempt. For rhe record I've changed it twice since then to be sure and it's not an incorrect password.",1
Nana Amankwah,very easy and simple,5
Emily Barbosa,Stopped working. No options to upgrade,1
Barry,Simple and quick,5
Christopher LeFrank,Pretty smooth.,4
Kelly P,very simple to use!,5
Puspa Khan,Great,5
Sean Foley,"First time I tried to use it, I entered my trip info the day before, when I got to the border the official couldn't find any of it. So a complete waste of time. Now, months later, I want to go back to Canada. I am trying to reset the password, and it won't work. So I've tried to use this app twice, both times it was complete garbage.",1
Afsaneh Manouchehri,I can't creat an account. Everytime I get this message that you are unable to creat an account. I even tried with 2 different emails and my password is also strong.I really don't know the reason!,1
FERNANDO TORRES,Easy-to-use app,5
rizwan haider,"so easy to use....simple, straight questions.....Time saver, Life saver...Thank you Canada.",5
Barbara Desmond,easy and thorough,5
Daniela Casallas,Several times the app have has issues with login and to submit my symptoms,3
Alexander Kennedy,"Tried to log in from Iraq, it didnt work and we (myself and others) had to have others log in for us from within Canada. Seems a bit odd for an international arrivals app?",2
Willy Mello,Day 12/14 and the app wont let us submit our daily status check in. This is the basic functional purpose of the app.,1
Rogelio Tonatihu Rodriguez Rodriguez,very easy to use,5
Dianne Marzo,Fast and Reliable,5
Canadian Bodyguard Service,"I don't like this app. Every time you save and exit. When you log in again, you have to start from the previous pages though your data is saved up to where you left it. you shouldn't have to start from the previous pages. you should start from the page you saved your data when you login.",2
GV Ramaraju,very easy and friendly app to fill in.,5
Douglas Roche,convoluted to say the least.,2
patrick walker,"the borders are difficult to enter, st stephen is listed as campobello, i struggled to figured that out because that border is listed as st stephens on the other documents, just a minor glitch though, but I've had problems finding other borders on this app as well, other than that one flaw, it's a great app",4
Lanre Onasanya,It's easy and quite straightforward.,5
Maggie Searcy,Phone updated Won't accept password Get email to reset and do Still get login fail 3 times Suggestions didn't work. Will try different email.,1
Mariana Rakiteansky,disaster,1
Blaine Bunnage,"very straight forward, but what happens if we cant make the planned time?",5
Varadarajan Krishnaswami,Easy to fill and a good record is created.,5
Taqi Raza,ArriveCAN app stopped working out of no where. It doesn't mark the checkin complete for Day 10. What should i do?,1
Mohamed Alyass,I thought I am too old to deal with such apps ... It is made for dummies like me .. tks,5
Angela Pham,Should added different languages other than English and French only.,4
Ron Singh,very good,4
KING V3RNZ,🥰,5
Mohammad ILYAS,very informative,5
Susan South,not happy to share sensitive information here. Too much room for error and stolen ID 😝,1
M. B.,"What is the data retention governance? How long will the personal data collected be shared/used? How is the personal data shared with third parties controlled for proper use, proper safeguarding and eventual timely destruction? The privacy policy provides no information regarding the data retention governance. After the 14 days quarantine the personal data should be destroyed in a verifiable way. No information is provided in the act regarding the way 3rd parties use the data.",1
Arshdeep Singh,excellent app,5
Glenn Falcao,Easy to use.,5
Ben Warren,Three questions: Stay two weeks or more? Assist Evan with transition? Sky?,5
Kevin Robinson,"Worked fine for then first week in quarantine, then the app got buggy and wouldn't keep me signed in. Login fails ""check username/password/connection"" solved by simply pressing login again. Then some days didn't submit properly, undoubtedly flagging me as non-compliant. Cleared the cache on the app seemed to work, but some travellers likely have no idea what's going on, nor how to fix it.",2
Christophe Barbe,freezes after passport scanning attempt,2
Aidan Roy,"Its simple and easy to use, but the keyboard is a bit scuffed. I try to type normally and it just interjects letters at a whim.",4
Marlene Smart Home,Terrible Ap. Government never updated for the day till 10.guess that's when our gov't employees start to work..,1
Giles Longman,"This app is absolute garbage, can't remeber any information, crashes all the time. I'll rebuild your app for you.",1
Aman Walia,Not work properly,3
Joanne Akai,Sent me to pdf then couldnt do anything but sign out of app. Very strange.,1
Rolls Royce,"the question about group living wasn't comprehensible, I think app should provide an option for international peers who are interring Canada for the first time and are not so familiar with all English expressions",5
Duane LeTexier,Totally unusable,1
nick lantz,"kinda dumb for daily commuters/being exempt. agents don't care to check it, they already have more info about us than this app gives them, everything else they need to know is answered in the simple question of ""any covid symptoms"" and me saying no. would be a little less annoying if it kept your info from an account so I didn't need to spend 5 min before I leave work filling out the same info as every day I cross. But I can see the use for flying/coming home for vacation",1
Annemarie Giberson,very easy to complete,5
Scott Ludwig,Scanning the passport with the camera always causes the app to crash. Everything else about the app is great. Well laid out and easy to use.,3
Craig Kiser,"Worst app ever, poorly designed. yet another waste of taxpayers money",1
David Bailey,It's a brick in Canada's Berlin Wall.,1
Andreas Holmes,"Did not work, would not load once installed",1
MOHIT DESAI,The app starting all the way from the first even after having started to report daily. Also troublesome to find reporting tab is it wont appear many time. I hope it helps to make it better.,3
Whitney Glass,trouble with the app made it impossible to use. wouldn't detect my point of entry as valid,1
Jaskamal Kaur,Was working perfectly until the 12th day of quarantine when suddenly everything disappeared! Couldn't report the daily self assessment.,3
Rajpaul Toor,first time I use that it was fine second time I have to keep resubmitting,3
Robert Serrano,Worked great. I have a Android Pixel 4 (phone). Use the app as your first option and have your passport ready. Have a good internet connection and finish the app details in a timely manner. It works with land or air. Just be careful when creating an account to not make a mistake so you only create an account once. I'm sure multiple accounts can confuse the system.,5
Binish Khowaja,I am confused about entering daily uldate on the app. I can't find any such icon to fill in the info directly on the app or online on the link. All I get a description to report symptoms everyday. Can somebody please help,2
GaGan SidHu,On behalf of my cousin. Recently he came to canada. Everything was going good for first 3 days but on very next day app started asking questions from step 1. For example his arrival was on 19th April. But today data has been lost in arrivecan app so he filled out all details again but in arrival date how can he select date 19 April while it's 24 April today. Although he doesn't have any Canadian phone number so how can he call immigration department and let them know about it. Plz reply ASAP,1
Michel Hajj,great app ... easy and practical,5
Justin Cechmanek,Broken. Does not accept verification code when creating an account. It is totally unusable. The same issue exists on the web portal. I've tried with multiple resent verification codes and all are rejected.,1
Krish Ratnayake,"Super and quick app, a must complete form for hassle free travel and the safety",5
Manohar Ethirajan,Helped to report everyday,5
Don MacKinnon,easy to complete,5
Mike Lingard,I'm a truck driver why can't this app retain my info!! passport and such.,1
Jocelyn Shaffer,Very easy to navigate this app.,5
Elizabeth Evans,should include Have you been vaccinated? do you have your vaccination certificate?,4
MD MAHBUBUR RAB SABBIR,Really appreciate the approach,5
Arti Hoxha,very good,5
Nicolae Horumba,is not including any questions for vaccinated people. and this should be taken into account.,3
Kimberly Mathews,TERRIBLE !!! it is double work I am exempt because I am an essential worker .. I come back in top go home and show my perm resident card and tell them I have no covid symptoms. I shouldn't have to do this it is redundant and more work than needed.,1
Mohamed Abdellah,perfect app. thanks Canada. proud to be Canadian,5
AFETUWOU OTHE,very fast and easy to navigate,5
Tracy Wilson,Just another device for the government harass truck drivers. As truck drivers are essential workers we should have been vaccinated immediately after First Responders. It just shows how Trudeau does not know how to run a country,1
Jonney Bansal,Awesome step by Canadian Givt,4
Pinki Umeshkumar,it's good to have easy access,5
Len Bazay,this app does not work on tablets. The staff though friendly have no answers . I created an account as required. I am not flying into Canada . I am driving . The app will not allow input for a land entry.,1
Jason Kelland,"Submission failed, error code 4 - 200. I am fully connected to the internet, I have Uninstalled and reinstalled the app. Using Samsung S20 device.",2
7295 Preet Kumar,Good working. All the information is easy to filling,5
Gurnoor Sekhon,great app healpful,5
Gurinder mann,nice,5
rashpinder kaur,I am trying to create a account but I am unable to receive a verification code. Each time request to send verification code it says unable to send code.,5
Meaghan Jenkinson,"Taken the advice and logged in through the online browser it rejected my original details so I had to create a new account. It started working however does not progress past step 5 out of the 10. This is also where I believe I got to in the previously created account that I can no longer access. Please provide some genuine assistance or support as I fly on the 4th of May. I am attempting to enter data as required into the App, however it keeps saying, SIGN IN FAILED. Please check that the email address and password are correct and the device is connected. I have checked the password, I am connected to the internet and I have uninstalled the App, restarted the phone and then re-installed the App however it is still not working. Any advice?",1
Yash Chawla,please explain about hotel booking reference number,4
Robert Gales,"Clean, easy and sensible!",5
Rose Joshua,"Really nice and easy to use. Thanks, Canada 🇨🇦 🙂",5
Sherri MacKenzie-Ritchie,user friendly,5
hassan isaqzada,Goog,5
Barbara Bridgeo,"Very easy to understand, will continue to fill after April 21st when sure my flight is not cancelled again...",5
Sun Ze,Never works when you need it to.,1
Hatef Khosravi,easy to use,5
Chris,the fact this app even has to exist is the most disappointing thing,1
Karl Whitney,"when doing daily it should allò you to enter initially given identified for subsequent days. If transiting through it does not allò you to tag inicial crossing date/time so days are created randomly. went through 3-4 days where it didn't post because it said i had no Internet connection (we did, 3 routers tried as well as phone data)",4
Robert Suryan,"Doesn't have Point Roberts, Washington as a destination for essential workers travel.",2
Charles-Antoine Gelinas,Contrôle gouvernemental qui ne devrait pas exister. This is a government control that shouldn't exist,1
Kalanidhi Gopal,Easily usable. fluent navigations,5
Harsh Patel,it is excellent for the passanger,5
Vivek Modwal,very well made and easy to use with adequate instructions,5
Sabira Husein,"User friendly, straight forward questions..",5
Manpreet Kahlon,good way for crossing the border,5
Roma Ryan,If you are a oil and gas worker staying on a drill ship offshore there is no option to enter this as it does not have postal code which is required.,2
Lakhveer Singh,"The app is really easier to use. But I did one mistake that there was two options that you already have an account or create a new one,I thought it is asking me about email account so I clicked on already have an account it was showing wrong address and password but that was my mistake. otherwise the app is very convenient and user friendly .You can change the information of anything wrong. but I have a question that when will I receive the 3 digits code from border security officer.please guide",5
Adrienne Archambault,Does not save bio data. And completely useless gor frequently travelers. It is not feasible. Cannot enter more than one trip.,1
Ruvarashe Machivenyika,I encountered no problems,5
Beth Wolvin,I have tried for two days to log in to arrive can and it won’t let me connect.keeps telling me password is not right or password not strong enough or I am not connected to internet it’s very frustrating.,1
Alison Waskul,I really like this ap it makes it easier and I don't wait as long as I used to,5
Igor Tavrovsky,forms are straight forward and not complicated,5
Ajay Somal,very simple and easy to fill,5
BLACK QUAKE,Great App and user friendly,5
Sean Melia,Won't load. Says my OS is either rooted or non-standard. I'm running Android 10.,1
T Mathers,"Some things do not function, for example I could not take a photo of my passport as a window of text was frozen on the screen.",2
Anup Kumar,good & taking full care & safety tips,4
Raman Rana,It does not sending me verification code pplease help me,5
Gourav sharma,very good,5
Dan M,thanks for putting me in prison for 3 days. I have been working with covid patients in the ICU since this pandemic began. I went to get married. this is the thanks I get from Canada 👌,1
Vanshu Thakur,I couldn't even login in arrive can. When i type my email id and password it starts loading and then login failed. It shows that check your email address and password and that your device is not connected to the internet .Even i also change my password but i failed to login. It's my humble request Please fix this issue as soon as possible so that i can easily fill necessary information Thanking you.,1
Vahid Alvandi,There has been no notification or link for self daily report since my arrival even after 3 days. Unistall and reinstall the app didn't solve the problem either. I just use the phone call provided for this regard to report daily.,2
Aamir Mahmood,Easy-to-use interface and fill out the required information.,5
Monika Jassal,This app not working I have entered all my mail ids but no one is working,1
Riya Sebastian,excellent app,5
gino p,scan is no good,1
babin joy,The purpose of travel didn't have PR and Citizen option. There was no 'Other' option as instructed in their FAQs. Also I couldn't register my PR card too,3
Lori Bailey,This is the most confusing app ever,1
Jagdeep Singh,My email I'd is not sign in this app,1
Nocturnal Sunlight,"Great app, comfortable to use, easy to submit your info.",5
Kate Collicott-Clark,easy to complete. straight forward,5
Mohamed Abbass,It doesn't tell you when you're done the 14 days if should Every other country has it and I'm talking about 3rd world country as they say,2
farmingincanada,it's great,5
Timothy Bernard,excellent,5
Akin Rotimi,Easy to navigate.,5
Aprendiendo con Víctor Sandoval,"que puedo haser tengo un problema con la aplicacion,no e podido realizar la evaluacion de cuarentena despues de llegar acanada, llegue el 6/04/2021 pero la aplicacion cuando desde que llegue al aeropuerto de montreal tuve problemas para documentar ...reinicie la aplicacio pero el sistema me arrojo otro codigo como si yo estuviera en mexico,por ejemplo como si apenas fuera a viajar, hoy son 2 dias sin llenar la evaluacion.",5
Joyce Celine Linsangan,My details got deleted and i can no longer do daily check in. I was on 6th day already when this happened. I tried logging in and out and it asks me to enter all my info again as if i am just about to arrive Canada.,1
Jagadeesh G,A good contactless initiative during Covid times.,5
Hamad Hussein,Nice app that saves time,5
D Farion,problems with my phone or app but asking to try again. very frustrating.,3
Andytim Leung,helpful,5
tyler meloche,stupid app never told mandatory to use till yesterday even though I been crossing for the last 2 years straight,1
Hafiz Azhad,very good,5
Hender Alberto Botello Torres,Nice app,5
Kelly C,Very easy to use. I now have peace of mind to travel to Canada.,5
Satya Chintala,excellent app,5
Antonio Lavigueur,"So app hasn't let me input any info so I can update my symptoms daily. So I called the number to do that. Not much better there, crackly line with too much interference. Had to repeat everything multiple times. Seems to me our tax dollars are being wasted.",1
Simranpreet Kaur,😊 🇨🇦,5
Pranjali Mishra,"Unable to enter postal code, is there any email id where I can get help from",4
Muhammad Umer,User friendly,5
gurpreet singh,great app,5
Reihaneh Vafadar,very easy,5
Padma Geddam,it is good aap,5
forgotten brothers,Can't create an account,1
Larry Marks,"Started out OK, now is stuck. Running a Blackberry Key One. Worked as advertised for a few days. Then this morning when I log in, it still shows the final screen from YESTERDAY, saying ""Check in tomorrow"" . Well, it is tomorrow and I am not getting the screen where I enter How to get ArriveCan to advance to today?",1
Sherif Morsi,I have entered all my information before entering Canada and received my reciept code which I presented to CBSA at Pearson but couldn't find any link to tab to automatically report that I arrived at GAA and report symptoms (I wasn't even aware there is one until I googled it and found the number). The gov needs to look if there is a technical glitch in the app.,2
Hamid Vishram,easy to follow and fill,4
Dave Johnston,It's garbage it won't hold my information I have to key in all the information every time it just sucks,1
Charles P,camera scan part of app did not work but otherwise well done. a nice change to the gov web pages lol,4
B,Hats off to the design team!! Straightforward and simple user interface. 🙏🏼,5
Rahul Khatri,⭐⭐⭐⭐⭐,5
Lijo Thomas,Good,5
BOB J,Just filled it out before border. I'll see how it goes at border by car today. So far it looks well done!,5
Satwant Singh Brar,"totally seamless experience, well designed app",5
Ramkumar Perumal,"In the middle of so much travel-related anxiety during the covid restrictions there are some things that don't add to our anxiety - such as this app. Well-designed, smooth process overall!",5
Michael van den Berg,"Don't quite know how anyone could give this app anything more than 1 star. We were told that you should use this app to report your daily symptoms and report on your arrival to the respective isolation zones but this functionality does not exist (anymore). Currently, if you landed and don't have a Canadian phone number, good luck with the Roaming costs. If you don't have roaming...good luck either way. *update-1* We did create our ArriveCan profiles and isolation plan before entering Canada and it allowed for a smooth entry via Pearson. Just no access to further functionality. Anyways...we are able to phone in",1
Michele van den Berg,"Unable to report symptoms, isolation location nor have received any push notifications. Only able to see our arrival receipt.. please note that we did enter information before entering Canada.",1
libanos gebrat,Good appo,5
Mina Thakare,nice app,5
Joseph Gilfoy,This is totally awesome!,4
Usha Shankar,very user friendly app!,5
Mark Novak,Is this really happening in Canada?,1
Stefan baumstark,"Can't save anything, time consuming, the border asks the same questions we're entering anyways so now we're just doing double the work.",3
Eward Kune,great and simple steps to aubmit your details.,5
mohammed mukhtar,great,5
Shruti Dvivedi,Great,5
Humay Narimanova,great and easy app,5
Bob Morrison,this is a great idea,5
sara Gulaker,It is important to have all your arrangements in place before accessing ArriveCan but quite clear and easy to use.,5
Mervis Nduwi,No french option AND dosent work,1
Manu Chawla,"Its been a 5 days now since i entered canada back, they told me that i will get notification everyday so that i can complete my mandatory self reporting form but nothing happens, i even uninstall,restart my phone and install again but still nothing.",1
Dona Davis,Really help,5
Veera Kaur,it so good information thanks,5
Daniel Mutchler,"Does NOT retain information like document numbers, names,phone number, basically any basic info that doesn't change from one crossing to the next. The ONLY info that stays retained.... your email addy. Just to be asked ""do you have a cough/runny nose""",1
Declan Ingham,always needs a back button at every screen section in case of accidental double-clicking,4
